장소 POI에 대한 ID 구분 번호 체계,위치좌표 X축값 ,위치좌표 Y축값 ,종류 구분 체계 ,장소 명칭,전화번호,추가전화번호,팩스번호,주소,신규 거리명 주소,데이터기준일자
69403,126.832353,33.325416,쇼핑/편의,예스안경,,,,제주특별자치도 서귀포시 표선면 표선리 695-5,제주특별자치도 서귀포시 표선동서로 241,2015-12-31
69404,126.832566,33.325874,쇼핑/편의,비와이씨표선전문점,,,,제주특별자치도 서귀포시 표선면 표선리 694-2,제주특별자치도 서귀포시 표선동서로 247,2015-12-31
69405,126.831503,33.327849,쇼핑/편의,드림부동산,,,,제주특별자치도 서귀포시 표선면 표선리 566-3,,2015-12-31
69406,126.716239,33.278252,쇼핑/편의,엘지전자대성사,,,,제주특별자치도 서귀포시 남원읍 남원리 1345-5,제주특별자치도 서귀포시 태위로 652,2015-12-31
69407,126.617423,33.263761,음식점,육육통닭,,,,제주특별자치도 서귀포시 하효동 132,제주특별자치도 서귀포시 효돈로 173-1,2015-12-31
69408,126.42459,33.251484,음식점,중동식당,,,,제주특별자치도 서귀포시 중문동 2120-7,제주특별자치도 서귀포시 천제연로188번길 4,2015-12-31
69409,126.253406,33.225951,쇼핑/편의,한일부동산,,,,제주특별자치도 서귀포시 대정읍 하모리 1407-11,제주특별자치도 서귀포시 동일하모로 207,2015-12-31
69410,126.254643,33.222518,쇼핑/편의,비와이씨모슬포전문점,,,,제주특별자치도 서귀포시 대정읍 하모리 825-1,,2015-12-31
69411,126.252543,33.224376,쇼핑/편의,케이지케미칼,,,,제주특별자치도 서귀포시 대정읍 하모리 1508-1,,2015-12-31
69412,126.745237,33.286435,음식점,사거리식육점식당,,,,제주특별자치도 서귀포시 남원읍 태흥리 536-3,제주특별자치도 서귀포시 태위로 937,2015-12-31
69413,126.914756,33.447287,쇼핑/편의,성산수복부동산,,,,제주특별자치도 서귀포시 성산읍 고성리 1116-10,제주특별자치도 서귀포시 일출로 18,2015-12-31
69414,126.571627,33.255419,문화/종교/예술,충만한교회,,,,제주특별자치도 서귀포시 동홍동 114-12,제주특별자치도 서귀포시 동홍중앙로51번길 4,2015-12-31
69415,126.567753,33.24862,도로시설,동문로터리오거리,,,,제주특별자치도 서귀포시 서귀동 209-3,,2015-12-31
69416,126.477636,33.236261,도로시설,강장동사거리,,,,제주특별자치도 서귀포시 강정동 4415-2,,2015-12-31
69417,126.64847,33.268894,관광/숙박,넙빌래하우스,,,,제주특별자치도 서귀포시 남원읍 위미리 4192-1,제주특별자치도 서귀포시 공천포로 151,2015-12-31
69418,126.57324,33.244879,쇼핑/편의,씨유제주정방폭포점,064-738-7181,,,제주특별자치도 서귀포시 동홍동 280-3,제주특별자치도 서귀포시 칠십리로214번길 36,2015-12-31
69419,126.621523,33.263127,쇼핑/편의,씨유서귀포효돈점,064-767-4327,,,제주특별자치도 서귀포시 하효동 303,제주특별자치도 서귀포시 일주동로 8092,2015-12-31
69420,126.511983,33.246894,쇼핑/편의,씨유제주세리월드점,064-738-8258,,,제주특별자치도 서귀포시 법환동 877-3,제주특별자치도 서귀포시 법환상로2번길 97-17,2015-12-31
69421,126.296502,33.231659,쇼핑/편의,하나로마트사계지점,,,,제주특별자치도 서귀포시 안덕면 사계리 2819-1,제주특별자치도 서귀포시 산방로 380,2015-12-31
69422,126.746473,33.320898,쇼핑/편의,하나로마트신흥2지점,,,,제주특별자치도 서귀포시 남원읍 신흥리 1757-12,제주특별자치도 서귀포시 중산간동로 5804,2015-12-31
69423,126.77152,33.352195,쇼핑/편의,하나로마트가시지점,,,,제주특별자치도 서귀포시 표선면 가시리 2012-6,제주특별자치도 서귀포시 중산간동로 5230,2015-12-31
69424,126.609498,33.29749,쇼핑/편의,하나로마트하례2리간이지소,,,,제주특별자치도 서귀포시 남원읍 하례리 1367-3,제주특별자치도 서귀포시 하례돈야로 89,2015-12-31
69425,126.936341,33.462286,음식점,엔제리너스성산일출봉점,,,,제주특별자치도 서귀포시 성산읍 신천리 114,,2015-12-31
69426,126.572215,33.256419,음식점,까페띠아모서귀포동홍점,064-762-6326,,,제주특별자치도 서귀포시 동홍동 437-1,제주특별자치도 서귀포시 동홍중앙로 64,2015-12-31
69427,126.289765,33.206703,음식점,까페베네제주송악산점,,,,제주특별자치도 서귀포시 대정읍 상모리 133-8,제주특별자치도 서귀포시 형제해안로 322-1,2015-12-31
69428,126.25563,33.222951,기업,케이티모슬포빌딩,,,,제주특별자치도 서귀포시 대정읍 상모리 3941-7,,2015-12-31
69429,126.562366,33.248536,기업,케이티서귀포빌딩,,,,제주특별자치도 서귀포시 서귀동 292-5,,2015-12-31
69430,126.911806,33.446862,기업,케이티성산포빌딩,,,,제주특별자치도 서귀포시 성산읍 고성리 1106-7,제주특별자치도 서귀포시 서성일로 1244-3,2015-12-31
69431,126.510533,33.254452,기업,케이티신서귀포빌딩,,,,제주특별자치도 서귀포시 법환동 733,제주특별자치도 서귀포시 신중로 50,2015-12-31
69432,126.375507,33.234177,관광/숙박,노을꽃팬션,,,,제주특별자치도 서귀포시 하예동 1730,,2015-12-31
69433,126.810017,33.335597,관광/숙박,돔그라미팬션,,,,제주특별자치도 서귀포시 표선면 표선리 2755-4,제주특별자치도 서귀포시 가시로 137,2015-12-31
69434,126.218696,33.243865,관광/숙박,바당갤러리팬션,,,,제주특별자치도 서귀포시 대정읍 일과리 1924-4,제주특별자치도 서귀포시 노을해안로 96,2015-12-31
69435,126.622385,33.251629,관광/숙박,쇠소깍팬션,,,,제주특별자치도 서귀포시 하효동 996-5,,2015-12-31
69436,126.409604,33.261333,관광/숙박,에코팬션,064-738-0912,,,제주특별자치도 서귀포시 색달동 1983,제주특별자치도 서귀포시 색달로61번길 5,2015-12-31
69437,126.386356,33.240401,관광/숙박,팬션마루,064-738-2564,,,제주특별자치도 서귀포시 하예동 463-1,제주특별자치도 서귀포시 논짓물로48번길 3,2015-12-31
69438,126.247306,33.223976,자동차관련,한국타이어대정카센터,,,,제주특별자치도 서귀포시 대정읍 하모리 1188-3,제주특별자치도 서귀포시 신영로 20,2015-12-31
69439,126.242381,33.22835,공공기관,동일일리부녀회관,,,,제주특별자치도 서귀포시 대정읍 동일리 2852-2,제주특별자치도 서귀포시 동일하모로 96,2015-12-31
69440,126.241219,33.22825,공공기관,동일일리다목적회관,,,,제주특별자치도 서귀포시 대정읍 동일리 2829-8,,2015-12-31
69441,126.22397,33.246848,공공기관,일과이리경로당,,,,제주특별자치도 서귀포시 대정읍 일과리 1513-2,,2015-12-31
69442,126.366958,33.235418,음식점,용왕난드르음식,,,,제주특별자치도 서귀포시 안덕면 창천리 876-1,,2015-12-31
69443,126.364983,33.241384,관광/숙박,하바다통나무팬션,,,,제주특별자치도 서귀포시 안덕면 창천리 976,제주특별자치도 서귀포시 대평감산로 86,2015-12-31
69444,126.336948,33.237176,의료/복지,항운노조복지회관안덕지부,,,,제주특별자치도 서귀포시 안덕면 화순리 636-9,제주특별자치도 서귀포시 화순해안로106번길 20,2015-12-31
69445,126.334086,33.248666,금융기관,제주감귤농협안덕지소,064-794-9108,,064-794-9579,제주특별자치도 서귀포시 안덕면 화순리 1110-2,제주특별자치도 서귀포시 화순재남로 36,2015-12-31
69446,126.300026,33.225951,치안기관,제주해양경찰서사계출장소(구),,,,제주특별자치도 서귀포시 안덕면 사계리 2294-41,제주특별자치도 서귀포시 형제해안로 66,2015-12-31
69447,126.302688,33.249557,관광/숙박,산야팬션,064-794-7724,,,제주특별자치도 서귀포시 안덕면 사계리 1014-6,제주특별자치도 서귀포시 사계로 219,2015-12-31
69448,126.295065,33.221402,"공원/산/동,식물원",사계리해안공원,,,,제주특별자치도 서귀포시 안덕면 사계리 3530-7,,2015-12-31
69449,126.276353,33.247857,쇼핑/편의,하나로마트보성지점,,,,제주특별자치도 서귀포시 대정읍 보성리 1774-2,,2015-12-31
69450,126.266692,33.197521,공공기관,제주도수자원본부대정하수처리장,,,,제주특별자치도 서귀포시 대정읍 하모리 141,,2015-12-31
69451,126.265654,33.225218,자동차관련,한국타이어박기사카센터,,,,제주특별자치도 서귀포시 대정읍 상모리 3263-1,제주특별자치도 서귀포시 송악관광로 91,2015-12-31
69452,126.262117,33.223984,금융기관,제주감귤농협대정지점,,,,제주특별자치도 서귀포시 대정읍 상모리 3171-3,제주특별자치도 서귀포시 상모로 251,2015-12-31
69453,126.25598,33.223334,공공기관,대정119안전센터,,,,제주특별자치도 서귀포시 대정읍 상모리 3941-1,제주특별자치도 서귀포시 상모로 312-4,2015-12-31
69454,126.254506,33.22206,금융기관,대정신협(중앙지점),,,,제주특별자치도 서귀포시 대정읍 하모리 824-2,제주특별자치도 서귀포시 상모로 327,2015-12-31
69455,126.254293,33.221801,금융기관,대정FP교보생명보험,,,,제주특별자치도 서귀포시 대정읍 하모리 824-5,제주특별자치도 서귀포시 신영로 112-1,2015-12-31
69456,126.252243,33.224309,쇼핑/편의,대우일렉트로닉스새한대리점(구),,,,제주특별자치도 서귀포시 대정읍 하모리 1503-4,제주특별자치도 서귀포시 하모중앙로 44,2015-12-31
69457,126.477611,33.236086,금융기관,중문농협강정지점,,,,제주특별자치도 서귀포시 강정동 4399-3,제주특별자치도 서귀포시 이어도로 572,2015-12-31
69458,126.473936,33.252935,자동차관련,대화서비스,,,,제주특별자치도 서귀포시 도순동 903,제주특별자치도 서귀포시 일주서로 326,2015-12-31
69459,126.438152,33.239402,음식점,큰갯물회집,064-738-1625,,,제주특별자치도 서귀포시 대포동 2070,제주특별자치도 서귀포시 대포로 161,2015-12-31
69460,126.437814,33.239477,관광/숙박,큰갯물팬션,,,,제주특별자치도 서귀포시 대포동 2070-1,제주특별자치도 서귀포시 대포로 159,2015-12-31
69461,126.427252,33.25315,교육기관,중문지엠비영어전문학원,,,,제주특별자치도 서귀포시 중문동 2010-9,제주특별자치도 서귀포시 천제연로207번길 18-4,2015-12-31
69462,126.391093,33.247151,금융기관,중문농협예래지점,,,,제주특별자치도 서귀포시 상예동 1240-1,제주특별자치도 서귀포시 상예로 4-2,2015-12-31
69463,126.390443,33.248717,공공기관,예예이통복지회관,,,,제주특별자치도 서귀포시 상예동 1279-1,,2015-12-31
69464,126.385156,33.242693,관광/숙박,중문빌리지호텔,,,,제주특별자치도 서귀포시 하예동 141,제주특별자치도 서귀포시 예래로 270,2015-12-31
69465,126.376795,33.236435,공공기관,하예분기국사,,,,제주특별자치도 서귀포시 하예동 1648,제주특별자치도 서귀포시 예래로 385,2015-12-31
69466,126.57399,33.24732,음식점,언덕위에풍차회집,,,,제주특별자치도 서귀포시 동홍동 2174-8,,2015-12-31
69467,126.568003,33.248853,음식점,파리바게트서귀포점,,,,제주특별자치도 서귀포시 서귀동 251-16,제주특별자치도 서귀포시 동홍로 4,2015-12-31
69468,126.566803,33.248437,쇼핑/편의,휠라서귀포점,,,,제주특별자치도 서귀포시 서귀동 204-7,제주특별자치도 서귀포시 중정로 98,2015-12-31
69469,126.566253,33.24947,쇼핑/편의,티월드서귀포대리점동문점,,,,제주특별자치도 서귀포시 서귀동 257-14,제주특별자치도 서귀포시 동문로 56,2015-12-31
69470,126.565253,33.248203,쇼핑/편의,케이스위스서귀포점,,,,제주특별자치도 서귀포시 서귀동 404-3,제주특별자치도 서귀포시 중정로 82-1,2015-12-31
69471,126.564966,33.239646,교통시설,GS서귀포저유소,,,,제주특별자치도 서귀포시 서귀동 783-5,제주특별자치도 서귀포시 칠십리로72번길 11-1,2015-12-31
69472,126.564528,33.246495,레져/스포츠,제주체신청수련원,,,,제주특별자치도 서귀포시 서귀동 529-3,제주특별자치도 서귀포시 태평로439번길 25,2015-12-31
69473,126.564403,33.241004,쇼핑/편의,씨유서귀포항점,064-732-1328,,,제주특별자치도 서귀포시 서귀동 777-1,제주특별자치도 서귀포시 칠십리로91번길 12,2015-12-31
69474,126.563916,33.24367,금융기관,서귀포동부새마을금고본점,,,,제주특별자치도 서귀포시 서귀동 608-4,제주특별자치도 서귀포시 솔동산로 12,2015-12-31
69475,126.563103,33.251311,도로시설,성남카센터입구,,,,제주특별자치도 서귀포시 서귀동 340,,2015-12-31
69476,126.562741,33.247862,쇼핑/편의,티월드서귀포대리점녹원점,,,,제주특별자치도 서귀포시 서귀동 293-10,,2015-12-31
69477,126.562541,33.251994,쇼핑/편의,TG삼보하나정보프라자,,,,제주특별자치도 서귀포시 서귀동 285-8,제주특별자치도 서귀포시 동문로 9,2015-12-31
69478,126.561916,33.248311,금융기관,서귀포새마을금고본점,,,,제주특별자치도 서귀포시 서귀동 292-19,제주특별자치도 서귀포시 중앙로 42,2015-12-31
69479,126.561928,33.239979,치안기관,제주해양경찰서서귀포파출소(구),,,,제주특별자치도 서귀포시 서귀동 673-5,제주특별자치도 서귀포시 칠십리로 36,2015-12-31
69480,126.561453,33.240446,쇼핑/편의,수산물유통센타,,,,제주특별자치도 서귀포시 서귀동 667-6,제주특별자치도 서귀포시 칠십리로 44,2015-12-31
69481,126.561266,33.250403,쇼핑/편의,티월드자유통신,,,,제주특별자치도 서귀포시 서귀동 296-13,제주특별자치도 서귀포시 중앙로 65,2015-12-31
69482,126.559291,33.248028,쇼핑/편의,하나로마트천지간이지점,,,,제주특별자치도 서귀포시 서귀동 319-10,제주특별자치도 서귀포시 서문로29번길 26,2015-12-31
69483,126.558929,33.248878,문화/종교/예술,예수재림교회,,,,제주특별자치도 서귀포시 서귀동 320-14,제주특별자치도 서귀포시 서문로41번길 12,2015-12-31
69484,126.558329,33.251069,레져/스포츠,천지동공원,,,,제주특별자치도 서귀포시 서귀동 304-4,제주특별자치도 서귀포시 서문서로 43,2015-12-31
69485,126.537005,33.250244,관광/숙박,석부작공원,,,,제주특별자치도 서귀포시 호근동 569-8,,2015-12-31
69486,126.533131,33.242962,관광/숙박,제주랜드팬션,064-739-9711,,,제주특별자치도 서귀포시 호근동 1599,제주특별자치도 서귀포시 태평로92번길 11,2015-12-31
69487,126.528956,33.248036,관광/숙박,샤뜰래,,,,제주특별자치도 서귀포시 서호동 153,,2015-12-31
69488,126.515108,33.235804,음식점,법환어촌계회집,064-739-1674,,,제주특별자치도 서귀포시 법환동 163-3,,2015-12-31
69489,126.51487,33.237912,관광/숙박,소라성팬션,,,,제주특별자치도 서귀포시 법환동 322-2,제주특별자치도 서귀포시 막숙포로40번길 6,2015-12-31
69490,126.910093,33.460569,공공기관,성산119안전센터,,,,제주특별자치도 서귀포시 성산읍 오조리 933,제주특별자치도 서귀포시 일주동로4120번길 7,2015-12-31
69491,126.911768,33.44682,금융기관,성산포삼성화재보험,,,,제주특별자치도 서귀포시 성산읍 고성리 1106-7,제주특별자치도 서귀포시 서성일로 1244-3,2015-12-31
69492,126.914368,33.446495,금융기관,제주감귤농협성산지점,,,,제주특별자치도 서귀포시 성산읍 고성리 1110,제주특별자치도 서귀포시 고성오조로 29,2015-12-31
69493,126.913718,33.447528,쇼핑/편의,한국물류마트,064-782-2600,,,제주특별자치도 서귀포시 성산읍 고성리 1098-1,제주특별자치도 서귀포시 일출로 9,2015-12-31
69494,126.916256,33.44862,도로시설,고성리네거리,,,,제주특별자치도 서귀포시 성산읍 고성리 316-2,,2015-12-31
69495,126.933804,33.46406,쇼핑/편의,하나로마트성산포지점,,,,제주특별자치도 서귀포시 성산읍 신천리 229-1,,2015-12-31
69497,126.882983,33.445861,공공기관,수산일리복지회관,,,,제주특별자치도 서귀포시 성산읍 수산리 703-1,제주특별자치도 서귀포시 수산서남로 17,2015-12-31
69498,126.843489,33.343947,교육기관,하천초교(폐교),,,,제주특별자치도 서귀포시 표선면 하천리 357-1,제주특별자치도 서귀포시 하천로 11,2015-12-31
69499,126.854188,33.371936,교육기관,삼달초교(폐교),,,,제주특별자치도 서귀포시 성산읍 삼달리 437-5,제주특별자치도 서귀포시 삼달로 137,2015-12-31
69500,126.771583,33.355395,교육기관,가시초교(폐교),,,,제주특별자치도 서귀포시 표선면 가시리 1924,제주특별자치도 서귀포시 가시로613번길 46,2015-12-31
69501,126.823816,33.351046,관광/숙박,오소록팬션,,,,제주특별자치도 서귀포시 표선면 하천리 1191-1,,2015-12-31
69502,126.800692,33.390658,쇼핑/편의,하나로마트성읍지점,,,,제주특별자치도 서귀포시 표선면 성읍리 605-1,제주특별자치도 서귀포시 중산간동로 4632,2015-12-31
69503,126.787418,33.398557,레져/스포츠,성읍에이티브이체험장,,,,제주특별자치도 서귀포시 표선면 성읍리 2045-1,제주특별자치도 서귀포시 번영로 2650,2015-12-31
69504,126.915156,33.449295,쇼핑/편의,티월드동제주대리점,,,,제주특별자치도 서귀포시 성산읍 고성리 298-4,,2015-12-31
69505,126.912843,33.44687,쇼핑/편의,디지털프라자성산점,,,,제주특별자치도 서귀포시 성산읍 고성리 1103-5,제주특별자치도 서귀포시 일주동로 4275,2015-12-31
69506,126.90382,33.405225,공공기관,혼인지마을종합센타,,,,제주특별자치도 서귀포시 성산읍 온평리 956-1,제주특별자치도 서귀포시 환해장성로 549,2015-12-31
69507,126.77167,33.355445,문화/종교/예술,서재철갤러리자연사랑,,,,제주특별자치도 서귀포시 표선면 가시리 1924,제주특별자치도 서귀포시 가시로613번길 46,2015-12-31
69508,126.772631,33.413072,공공기관,성읍이리노인복지회관,,,,제주특별자치도 서귀포시 표선면 성읍리 2899,제주특별자치도 서귀포시 성읍이리로 58,2015-12-31
69509,126.840252,33.362553,교육기관,신농분교(폐교),,,,제주특별자치도 서귀포시 성산읍 신풍리 500,제주특별자치도 서귀포시 신풍하동로 37,2015-12-31
69510,126.91708,33.449503,자동차관련,동남카인테리어,,,,제주특별자치도 서귀포시 성산읍 고성리 298-17,제주특별자치도 서귀포시 동류암로 28,2015-12-31
69511,126.912193,33.45237,자동차관련,오정종합카센타,,,,제주특별자치도 서귀포시 성산읍 고성리 1171,,2015-12-31
69512,126.911044,33.441404,쇼핑/편의,아리마찜질방,064-784-5579,,,제주특별자치도 서귀포시 성산읍 고성리 917-1,제주특별자치도 서귀포시 난고로34번길 90-20,2015-12-31
69513,126.425115,33.253767,공공기관,중문마을문화의집,,,,제주특별자치도 서귀포시 중문동 1568,제주특별자치도 서귀포시 중문로26번길 7,2015-12-31
69514,126.421339,33.311736,의료/복지,색달공설묘지,,,,제주특별자치도 서귀포시 색달동 산 2-2,,2015-12-31
69515,126.393343,33.264357,음식점,한솥중문LPG점,,,,제주특별자치도 서귀포시 상예동 1757-7,제주특별자치도 서귀포시 일주서로 1124,2015-12-31
69516,126.393355,33.264599,자동차관련,온두리카써비스,,,,제주특별자치도 서귀포시 상예동 1757-7,제주특별자치도 서귀포시 일주서로 1124,2015-12-31
69517,126.416041,33.261858,기업,환경미생물씨엠비,,,,제주특별자치도 서귀포시 색달동 1910-2,제주특별자치도 서귀포시 색달로 118,2015-12-31
69518,126.410391,33.257066,자동차관련,개미자동차공업사,,,,제주특별자치도 서귀포시 색달동 2185,제주특별자치도 서귀포시 색달로72번길 46,2015-12-31
69519,126.411166,33.257275,관광/숙박,귤향기팬션,,,,제주특별자치도 서귀포시 색달동 2258-3,제주특별자치도 서귀포시 색달로72번길 43,2015-12-31
69520,126.419753,33.253675,관광/숙박,남쪽나라팬션,,,,제주특별자치도 서귀포시 중문동 1489-2,제주특별자치도 서귀포시 천제연로 135,2015-12-31
69521,126.423765,33.25555,주택관련,백구빌라,,,,제주특별자치도 서귀포시 중문동 1549-4,제주특별자치도 서귀포시 중문로41번길 11,2015-12-31
69522,126.431714,33.257383,교통시설,선과장,,,,제주특별자치도 서귀포시 중문동 1296-1,제주특별자치도 서귀포시 일주서로 734,2015-12-31
69523,126.445126,33.2632,금융기관,MG새마을금고서귀포회수지점,,,,제주특별자치도 서귀포시 회수동 376,제주특별자치도 서귀포시 중산간서로 656,2015-12-31
69524,126.413878,33.262808,관광/숙박,제주향팬션,,,,제주특별자치도 서귀포시 색달동 1880,제주특별자치도 서귀포시 색달로61번길 57,2015-12-31
69525,126.416541,33.255967,음식점,JJ,,,,제주특별자치도 서귀포시 색달동 2472-1,제주특별자치도 서귀포시 천제연로 103-15,2015-12-31
69526,126.432827,33.253292,문화/종교/예술,한사랑교회,,,,제주특별자치도 서귀포시 중문동 1797-3,제주특별자치도 서귀포시 1100로 31-7,2015-12-31
69527,126.459185,33.333267,관광/숙박,천백고지드라이브코스,,,,제주특별자치도 서귀포시 중문동 산 1-2,,2015-12-31
69528,126.827728,33.327207,공공기관,표선119안전센터,,,,제주특별자치도 서귀포시 표선면 표선리 1682-3,제주특별자치도 서귀포시 표선관정로 39-16,2015-12-31
69529,126.708452,33.281477,공공기관,남원119안전센터,,,,제주특별자치도 서귀포시 남원읍 남원리 1499-3,제주특별자치도 서귀포시 남원체육관로221번길 23,2015-12-31
69530,126.744474,33.285894,금융기관,태흥새마을금고본점,,,,제주특별자치도 서귀포시 남원읍 태흥리 480-1,제주특별자치도 서귀포시 태위로 928,2015-12-31
69531,126.718277,33.279119,쇼핑/편의,씨유남제주점,064-764-2688,,,제주특별자치도 서귀포시 남원읍 남원리 115-1,,2015-12-31
69532,126.715552,33.277511,공공기관,남원일리복지회관,,,,제주특별자치도 서귀포시 남원읍 남원리 1352-1,,2015-12-31
69533,126.680742,33.271486,교육기관,제주해역수산생물종관리센터,,,,제주특별자치도 서귀포시 남원읍 위미리 773,제주특별자치도 서귀포시 위미중앙로300번길 84,2015-12-31
69534,126.663031,33.274952,금융기관,위미삼성화재보험,,,,제주특별자치도 서귀포시 남원읍 위미리 1882-1,,2015-12-31
69535,126.660582,33.275135,금융기관,제주감귤농협위미지소,,,,제주특별자치도 서귀포시 남원읍 위미리 2859,제주특별자치도 서귀포시 태위로 123-3,2015-12-31
69536,126.721476,33.28426,쇼핑/편의,하나로마트남원농협지점,,,,제주특별자치도 서귀포시 남원읍 남원리 226,제주특별자치도 서귀포시 남조로 52,2015-12-31
69537,126.737762,33.280302,공공기관,태흥1리어촌종합센타,,,,제주특별자치도 서귀포시 남원읍 태흥리 1075-9,제주특별자치도 서귀포시 남태해안로 335,2015-12-31
69538,126.676492,33.293258,도로시설,대성동네거리,,,,제주특별자치도 서귀포시 남원읍 위미리 1142-2,,2015-12-31
69539,126.64677,33.271035,금융기관,위미농협사업소간이지소,,,,제주특별자치도 서귀포시 남원읍 신례리 290-1,제주특별자치도 서귀포시 일주동로 7826,2015-12-31
69540,126.627634,33.288683,금융기관,새마을금고신례지점,,,,제주특별자치도 서귀포시 남원읍 신례리 1051-1,제주특별자치도 서귀포시 신례중앙로 26,2015-12-31
69541,126.630296,33.289783,쇼핑/편의,하나로마트신례지점,,,,제주특별자치도 서귀포시 남원읍 신례리 991-1,제주특별자치도 서귀포시 신례로 286,2015-12-31
69542,126.630309,33.28975,금융기관,위미농협신례지점,,,,제주특별자치도 서귀포시 남원읍 신례리 991-1,제주특별자치도 서귀포시 신례로 286,2015-12-31
69543,126.713376,33.310349,공공기관,의귀일리사무소,,,,제주특별자치도 서귀포시 남원읍 의귀리 1482-5,제주특별자치도 서귀포시 한신로 207,2015-12-31
69544,126.746348,33.320906,금융기관,남원농협신흥2지점,,,,제주특별자치도 서귀포시 남원읍 신흥리 1757-12,제주특별자치도 서귀포시 중산간동로 5804,2015-12-31
69545,126.754286,33.288085,공공기관,제주도상하수도본부남원하수종말처리장,,,,제주특별자치도 서귀포시 남원읍 태흥리 73,,2015-12-31
69546,126.760523,33.291368,공공기관,태흥삼리어촌계회관,,,,제주특별자치도 서귀포시 남원읍 태흥리 62-26,제주특별자치도 서귀포시 태신해안로 112,2015-12-31
69547,126.829841,33.320291,기업,빅솔에이에스,,,,제주특별자치도 서귀포시 표선면 표선리 1010-7,제주특별자치도 서귀포시 표선동서로 179,2015-12-31
69548,126.830728,33.322249,금융기관,제주감귤농협표선지소,,,,제주특별자치도 서귀포시 표선면 표선리 1002-8,제주특별자치도 서귀포시 표선동서로 201,2015-12-31
69549,126.844227,33.326274,음식점,백사장회집,,,,제주특별자치도 서귀포시 표선면 표선리 45-11,제주특별자치도 서귀포시 표선당포로 19-3,2015-12-31
69550,126.837978,33.315875,농공시설,사조CS제주양식장,,,,제주특별자치도 서귀포시 표선면 표선리 1173,제주특별자치도 서귀포시 민속해안로 429,2015-12-31
69551,126.833566,33.311292,관광/숙박,해비치하우스팬션,064-787-6300,,,제주특별자치도 서귀포시 표선면 표선리 1282-5,제주특별자치도 서귀포시 민속해안로 347,2015-12-31
69552,126.832478,33.325966,금융기관,서귀포시축협(남동부지점),,,,제주특별자치도 서귀포시 표선면 표선리 697-1,제주특별자치도 서귀포시 표선중앙로80번길 1,2015-12-31
69553,126.843852,33.325441,음식점,해비치회집,064-787-2248,,,제주특별자치도 서귀포시 표선면 표선리 40-48,제주특별자치도 서귀포시 표선당포로 10,2015-12-31
69554,126.662682,33.271086,치안기관,서귀포해양경찰서위미출장소(구),064-793-2125,,,제주특별자치도 서귀포시 남원읍 위미리 1757-12,제주특별자치도 서귀포시 위미중앙로196번길 6-13,2015-12-31
69555,126.669456,33.274885,공공기관,위미이리어촌계복지회관,,,,제주특별자치도 서귀포시 남원읍 위미리 1662-1,제주특별자치도 서귀포시 태위로 208,2015-12-31
69556,126.712377,33.276011,관광/숙박,제주올리브팬션,,,,제주특별자치도 서귀포시 남원읍 남원리 1389,,2015-12-31
69557,126.713164,33.280294,자동차관련,풍성자동차서비스애니카랜드,,,,제주특별자치도 서귀포시 남원읍 남원리 1272-3,제주특별자치도 서귀포시 남원중앙로 28,2015-12-31
69558,126.510483,33.25436,공공기관,서귀포고용지원센타,,,,제주특별자치도 서귀포시 법환동 733,제주특별자치도 서귀포시 신중로 50,2015-12-31
69559,126.53838,33.253361,자동차관련,경훈카써비스,,,,제주특별자치도 서귀포시 호근동 609-1,제주특별자치도 서귀포시 일주동로 8908,2015-12-31
69560,126.557928,33.263951,금융기관,MG새마을금고서홍지점,,,,제주특별자치도 서귀포시 서홍동 256-2,제주특별자치도 서귀포시 중산간동로 8037,2015-12-31
69561,126.566453,33.254544,자동차관련,친절한공업사매직카,,,,제주특별자치도 서귀포시 동홍동 524-15,제주특별자치도 서귀포시 일주동로 8628,2015-12-31
69562,126.574777,33.258294,자동차관련,산남카공업사,,,,제주특별자치도 서귀포시 동홍동 79-1,제주특별자치도 서귀포시 동홍동로 37,2015-12-31
69563,126.577564,33.257444,자동차관련,대영자동차공업사,,,,제주특별자치도 서귀포시 동홍동 101-1,제주특별자치도 서귀포시 동홍동로32번길 28,2015-12-31
69564,126.615273,33.263311,자동차관련,현대효돈농협주유소,,,,제주특별자치도 서귀포시 하효동 156-2,제주특별자치도 서귀포시 효돈로152번길 5,2015-12-31
69565,126.597137,33.272659,금융기관,서귀포동부새마을금고제1분소,,,,제주특별자치도 서귀포시 상효동 910-11,제주특별자치도 서귀포시 상효로 152,2015-12-31
69566,126.582713,33.292374,자동차관련,신안공업사,064-767-9100,,,제주특별자치도 서귀포시 토평동 3279-4,,2015-12-31
69567,126.583663,33.267076,자동차관련,양군부분정비카포스,,,,제주특별자치도 서귀포시 토평동 2272-7,제주특별자치도 서귀포시 중산간동로 7793,2015-12-31
69568,126.584576,33.265102,자동차관련,자영상사현대모비스,064-732-7039,,,제주특별자치도 서귀포시 토평동 2260-10,제주특별자치도 서귀포시 516로 133,2015-12-31
69569,126.567715,33.265468,자동차관련,삼정카센타,,,,제주특별자치도 서귀포시 동홍동 1137-6,제주특별자치도 서귀포시 동홍로 191,2015-12-31
69570,126.550879,33.263193,자동차관련,오거리카센터,,,,제주특별자치도 서귀포시 서홍동 1651-13,제주특별자치도 서귀포시 서홍로 173,2015-12-31
69571,126.562665,33.264435,자동차관련,한라카센타,,,,제주특별자치도 서귀포시 동홍동 1301-7,제주특별자치도 서귀포시 중산간동로 7995,2015-12-31
